Domain,Base Domain,Canonical URL,Agency,Branch
www.locator.aids.gov,aids.gov,http://www.locator.aids.gov,Department of Health And Human Services,Executive
airnow.gov,airnow.gov,https://airnow.gov,Environmental Protection Agency,Executive
alaskacenters.gov,alaskacenters.gov,https://alaskacenters.gov,Department of the Interior,Executive
cms.alaskacenters.gov,alaskacenters.gov,https://cms.alaskacenters.gov,Department of the Interior,Executive
altusandc.gov,altusandc.gov,http://www.altusandc.gov,Department of Defense,Executive
ama.gov,ama.gov,https://www.ama.gov,Department of the Treasury,Executive
qa-future.ama.gov,ama.gov,http://qa-future.ama.gov,Department of the Treasury,Executive
qa.ama.gov,ama.gov,http://qa.ama.gov,Department of the Treasury,Executive
america.gov,america.gov,https://america.gov,Department of State,Executive
blogs.america.gov,america.gov,https://blogs.america.gov,Department of State,Executive
climate.america.gov,america.gov,https://climate.america.gov,Department of State,Executive
crm.america.gov,america.gov,http://crm.america.gov,Department of State,Executive
edit.america.gov,america.gov,http://edit.america.gov,Department of State,Executive
events.america.gov,america.gov,https://events.america.gov,Department of State,Executive
share.america.gov,america.gov,https://share.america.gov,Department of State,Executive
static.america.gov,america.gov,https://static.america.gov,Department of State,Executive
utils.america.gov,america.gov,https://utils.america.gov,Department of State,Executive
www.share.america.gov,america.gov,http://www.share.america.gov,Department of State,Executive
static.americasheroesatwork.gov,americasheroesatwork.gov,http://static.americasheroesatwork.gov,Department of Labor,Executive
americaslibrary.gov,americaslibrary.gov,http://www.americaslibrary.gov,Library of Congress,Legislative
prod.americaslibrary.gov,americaslibrary.gov,http://prod.americaslibrary.gov,Library of Congress,Legislative
americathebeautifulquarters.gov,americathebeautifulquarters.gov,https://americathebeautifulquarters.gov,Department of the Treasury,Executive
my.americorps.gov,americorps.gov,https://my.americorps.gov,Corporation for National & Community Service,Executive
ncccblog.americorps.gov,americorps.gov,http://ncccblog.americorps.gov,Corporation for National & Community Service,Executive
al-iproxy.ameslab.gov,ameslab.gov,http://al-iproxy.ameslab.gov,Department of Energy,Executive
alvideo.ameslab.gov,ameslab.gov,http://alvideo.ameslab.gov,Department of Energy,Executive
ameslab.gov,ameslab.gov,https://www.ameslab.gov,Department of Energy,Executive
cmi.ameslab.gov,ameslab.gov,http://cmi.ameslab.gov,Department of Energy,Executive
cybercrypt3.ameslab.gov,ameslab.gov,http://cybercrypt3.ameslab.gov,Department of Energy,Executive
external.ameslab.gov,ameslab.gov,http://www.external.ameslab.gov,Department of Energy,Executive
icq9.ameslab.gov,ameslab.gov,http://www.icq9.ameslab.gov,Department of Energy,Executive
matchem.ameslab.gov,ameslab.gov,http://www.matchem.ameslab.gov,Department of Energy,Executive
metcer.ameslab.gov,ameslab.gov,http://www.metcer.ameslab.gov,Department of Energy,Executive
mfrc.ameslab.gov,ameslab.gov,https://mfrc.ameslab.gov,Department of Energy,Executive
mpc.ameslab.gov,ameslab.gov,https://www.mpc.ameslab.gov,Department of Energy,Executive
msg.ameslab.gov,ameslab.gov,http://www.msg.ameslab.gov,Department of Energy,Executive
partners.mfrc.ameslab.gov,ameslab.gov,http://www.partners.mfrc.ameslab.gov,Department of Energy,Executive
quasi.ameslab.gov,ameslab.gov,http://www.quasi.ameslab.gov,Department of Energy,Executive
reflec.ameslab.gov,ameslab.gov,http://www.reflec.ameslab.gov,Department of Energy,Executive
sif.ameslab.gov,ameslab.gov,https://sif.ameslab.gov,Department of Energy,Executive
webmail-vip-2.ameslab.gov,ameslab.gov,http://webmail-vip-2.ameslab.gov,Department of Energy,Executive
webmail.ameslab.gov,ameslab.gov,http://webmail.ameslab.gov,Department of Energy,Executive
www.cmi.ameslab.gov,ameslab.gov,http://www.cmi.ameslab.gov,Department of Energy,Executive
www.external.ameslab.gov,ameslab.gov,http://www.external.ameslab.gov,Department of Energy,Executive
www.icq9.ameslab.gov,ameslab.gov,http://www.icq9.ameslab.gov,Department of Energy,Executive
www.matchem.ameslab.gov,ameslab.gov,http://www.matchem.ameslab.gov,Department of Energy,Executive
www.metcer.ameslab.gov,ameslab.gov,http://www.metcer.ameslab.gov,Department of Energy,Executive
www.mfrc.ameslab.gov,ameslab.gov,http://www.mfrc.ameslab.gov,Department of Energy,Executive
www.mpc.ameslab.gov,ameslab.gov,http://www.mpc.ameslab.gov,Department of Energy,Executive
www.msg.ameslab.gov,ameslab.gov,http://www.msg.ameslab.gov,Department of Energy,Executive
www.partners.mfrc.ameslab.gov,ameslab.gov,http://www.partners.mfrc.ameslab.gov,Department of Energy,Executive
www.quasi.ameslab.gov,ameslab.gov,http://www.quasi.ameslab.gov,Department of Energy,Executive
www.reflec.ameslab.gov,ameslab.gov,http://www.reflec.ameslab.gov,Department of Energy,Executive
www2.metcer.ameslab.gov,ameslab.gov,http://www2.metcer.ameslab.gov,Department of Energy,Executive
amtrakoig.gov,amtrakoig.gov,http://amtrakoig.gov,AMTRAK,Executive
anchorit.gov,anchorit.gov,https://www.anchorit.gov,Consumer Product Safety Commission,Executive
alcf.anl.gov,anl.gov,http://www.alcf.anl.gov,Department of Energy,Executive
doedata.alcf.anl.gov,anl.gov,http://doedata.alcf.anl.gov,Department of Energy,Executive
greenride.anl.gov,anl.gov,https://greenride.anl.gov,Department of Energy,Executive
igsb.anl.gov,anl.gov,http://igsb.anl.gov,Department of Energy,Executive
ipdatacall.iac.anl.gov,anl.gov,https://ipdatacall.iac.anl.gov,Department of Energy,Executive
petrelservice.alcf.anl.gov,anl.gov,https://petrelservice.alcf.anl.gov,Department of Energy,Executive
www.alcf.anl.gov,anl.gov,http://www.alcf.anl.gov,Department of Energy,Executive
www.ci.anl.gov,anl.gov,http://www.ci.anl.gov,Department of Energy,Executive
www.igsb.anl.gov,anl.gov,http://www.igsb.anl.gov,Department of Energy,Executive
anstaskforce.gov,anstaskforce.gov,http://anstaskforce.gov,Department of the Interior,Executive
autodiscover.aoa.gov,aoa.gov,http://autodiscover.aoa.gov,Department of Health And Human Services,Executive
aoc.gov,aoc.gov,https://www.aoc.gov,Architect of the Capitol,Legislative
mobility01.aoc.gov,aoc.gov,http://mobility01.aoc.gov,Architect of the Capitol,Legislative
rsvp.aoc.gov,aoc.gov,http://rsvp.aoc.gov,Architect of the Capitol,Legislative
signage.aoc.gov,aoc.gov,http://signage.aoc.gov,Architect of the Capitol,Legislative
speakup.aoc.gov,aoc.gov,https://speakup.aoc.gov,Architect of the Capitol,Legislative
sprmi01.aoc.gov,aoc.gov,http://sprmi01.aoc.gov,Architect of the Capitol,Legislative
telework.aoc.gov,aoc.gov,https://telework.aoc.gov,Architect of the Capitol,Legislative
webta.aoc.gov,aoc.gov,https://webta.aoc.gov,Architect of the Capitol,Legislative
www.rsvp.aoc.gov,aoc.gov,http://www.rsvp.aoc.gov,Architect of the Capitol,Legislative
help.applicationmanager.gov,applicationmanager.gov,https://help.applicationmanager.gov,Office of Personnel Management,Executive
helptest.applicationmanager.gov,applicationmanager.gov,https://helptest.applicationmanager.gov,Office of Personnel Management,Executive
apps.gov,apps.gov,https://apps.gov,General Services Administration,Executive
arc.gov,arc.gov,https://arc.gov,Appalachian Regional Commission,Executive
arcnet.arc.gov,arc.gov,https://arcnet.arc.gov,Appalachian Regional Commission,Executive
arctest.arc.gov,arc.gov,https://arctest.arc.gov,Appalachian Regional Commission,Executive
ig.arc.gov,arc.gov,http://ig.arc.gov,Appalachian Regional Commission,Executive
power.arc.gov,arc.gov,https://power.arc.gov,Appalachian Regional Commission,Executive
webta.arc.gov,arc.gov,http://webta.arc.gov,Appalachian Regional Commission,Executive
workplace.arc.gov,arc.gov,https://workplace.arc.gov,Appalachian Regional Commission,Executive
1940census.archives.gov,archives.gov,http://1940census.archives.gov,National Archives and Records Administration,Executive
aad.archives.gov,archives.gov,https://aad.archives.gov,National Archives and Records Administration,Executive
advisethepresident.archives.gov,archives.gov,https://www.advisethepresident.archives.gov,National Archives and Records Administration,Executive
annotation.blogs.archives.gov,archives.gov,https://annotation.blogs.archives.gov,National Archives and Records Administration,Executive
aotus.blogs.archives.gov,archives.gov,https://aotus.blogs.archives.gov,National Archives and Records Administration,Executive
apps-historyhub.archives.gov,archives.gov,http://apps-historyhub.archives.gov,National Archives and Records Administration,Executive
archives.gov,archives.gov,https://www.archives.gov,National Archives and Records Administration,Executive
arcis.archives.gov,archives.gov,http://arcis.archives.gov,National Archives and Records Administration,Executive
arcweb.archives.gov,archives.gov,https://arcweb.archives.gov,National Archives and Records Administration,Executive
arcwebdev.archives.gov,archives.gov,https://arcwebdev.archives.gov,National Archives and Records Administration,Executive
beta.archives.gov,archives.gov,http://beta.archives.gov,National Archives and Records Administration,Executive
blogs.archives.gov,archives.gov,http://blogs.archives.gov,National Archives and Records Administration,Executive
carter.blogs.archives.gov,archives.gov,https://carter.blogs.archives.gov,National Archives and Records Administration,Executive
catalog.archives.gov,archives.gov,https://catalog.archives.gov,National Archives and Records Administration,Executive
cmrsanalytics.archives.gov,archives.gov,http://cmrsanalytics.archives.gov,National Archives and Records Administration,Executive
declassification.blogs.archives.gov,archives.gov,https://declassification.blogs.archives.gov,National Archives and Records Administration,Executive
dev.research.archives.gov,archives.gov,https://dev.research.archives.gov,National Archives and Records Administration,Executive
education.blogs.archives.gov,archives.gov,https://education.blogs.archives.gov,National Archives and Records Administration,Executive
eisenhower.archives.gov,archives.gov,https://eisenhower.archives.gov,National Archives and Records Administration,Executive
eservices.archives.gov,archives.gov,http://eservices.archives.gov,National Archives and Records Administration,Executive
estore.archives.gov,archives.gov,http://estore.archives.gov,National Archives and Records Administration,Executive
fdr.blogs.archives.gov,archives.gov,https://fdr.blogs.archives.gov,National Archives and Records Administration,Executive
foia.blogs.archives.gov,archives.gov,https://foia.blogs.archives.gov,National Archives and Records Administration,Executive
founders.archives.gov,archives.gov,https://founders.archives.gov,National Archives and Records Administration,Executive
georgewbush-whitehouse.archives.gov,archives.gov,https://georgewbush-whitehouse.archives.gov,National Archives and Records Administration,Executive
gpeatest.archives.gov,archives.gov,http://gpeatest.archives.gov,National Archives and Records Administration,Executive
grantsmgmt.archives.gov,archives.gov,http://grantsmgmt.archives.gov,National Archives and Records Administration,Executive
historyhub.archives.gov,archives.gov,https://historyhub.archives.gov,National Archives and Records Administration,Executive
hoover.archives.gov,archives.gov,https://hoover.archives.gov,National Archives and Records Administration,Executive
hoover.blogs.archives.gov,archives.gov,https://hoover.blogs.archives.gov,National Archives and Records Administration,Executive
ija.archives.gov,archives.gov,https://ija.archives.gov,National Archives and Records Administration,Executive
letsmove.obamawhitehouse.archives.gov,archives.gov,https://letsmove.obamawhitehouse.archives.gov,National Archives and Records Administration,Executive
milrecs.archives.gov,archives.gov,http://milrecs.archives.gov,National Archives and Records Administration,Executive
narations.blogs.archives.gov,archives.gov,https://narations.blogs.archives.gov,National Archives and Records Administration,Executive
newera-pilot.archives.gov,archives.gov,http://newera-pilot.archives.gov,National Archives and Records Administration,Executive
ogis-foia.blogs.archives.gov,archives.gov,https://ogis-foia.blogs.archives.gov,National Archives and Records Administration,Executive
ogis.archives.gov,archives.gov,https://ogis.archives.gov,National Archives and Records Administration,Executive
preservation-conference-2011.wikis.archives.gov,archives.gov,http://www.preservation-conference-2011.wikis.archives.gov,National Archives and Records Administration,Executive
prologue.blogs.archives.gov,archives.gov,https://prologue.blogs.archives.gov,National Archives and Records Administration,Executive
pss.archives.gov,archives.gov,https://pss.archives.gov,National Archives and Records Administration,Executive
qaarcis.archives.gov,archives.gov,http://qaarcis.archives.gov,National Archives and Records Administration,Executive
qaorderonline.archives.gov,archives.gov,http://qaorderonline.archives.gov,National Archives and Records Administration,Executive
reagan.blogs.archives.gov,archives.gov,https://reagan.blogs.archives.gov,National Archives and Records Administration,Executive
reaganlibrary.archives.gov,archives.gov,https://reaganlibrary.archives.gov,National Archives and Records Administration,Executive
records-express.blogs.archives.gov,archives.gov,https://records-express.blogs.archives.gov,National Archives and Records Administration,Executive
rediscovering-black-history.blogs.archives.gov,archives.gov,https://rediscovering-black-history.blogs.archives.gov,National Archives and Records Administration,Executive
research.archives.gov,archives.gov,https://www.research.archives.gov,National Archives and Records Administration,Executive
researchdev.archives.gov,archives.gov,https://researchdev.archives.gov,National Archives and Records Administration,Executive
researchers.wikis.archives.gov,archives.gov,http://www.researchers.wikis.archives.gov,National Archives and Records Administration,Executive
search.archives.gov,archives.gov,https://www.search.archives.gov,National Archives and Records Administration,Executive
stack-pass.blogs.archives.gov,archives.gov,https://stack-pass.blogs.archives.gov,National Archives and Records Administration,Executive
text-message.blogs.archives.gov,archives.gov,https://text-message.blogs.archives.gov,National Archives and Records Administration,Executive
toolkit.archives.gov,archives.gov,http://toolkit.archives.gov,National Archives and Records Administration,Executive
transcribe.archives.gov,archives.gov,https://www.transcribe.archives.gov,National Archives and Records Administration,Executive
transforming-classification.blogs.archives.gov,archives.gov,https://transforming-classification.blogs.archives.gov,National Archives and Records Administration,Executive
trnarcis.archives.gov,archives.gov,http://trnarcis.archives.gov,National Archives and Records Administration,Executive
unwritten-record.blogs.archives.gov,archives.gov,https://unwritten-record.blogs.archives.gov,National Archives and Records Administration,Executive
vetrecs.archives.gov,archives.gov,http://vetrecs.archives.gov,National Archives and Records Administration,Executive
www.1940census.archives.gov,archives.gov,http://www.1940census.archives.gov,National Archives and Records Administration,Executive
www.advisethepresident.archives.gov,archives.gov,https://www.advisethepresident.archives.gov,National Archives and Records Administration,Executive
www.eisenhower.archives.gov,archives.gov,http://www.eisenhower.archives.gov,National Archives and Records Administration,Executive
www.hoover.archives.gov,archives.gov,https://www.hoover.archives.gov,National Archives and Records Administration,Executive
www.ija.archives.gov,archives.gov,https://www.ija.archives.gov,National Archives and Records Administration,Executive
www.ogis.archives.gov,archives.gov,https://www.ogis.archives.gov,National Archives and Records Administration,Executive
www.reagan.blogs.archives.gov,archives.gov,https://www.reagan.blogs.archives.gov,National Archives and Records Administration,Executive
